1341.42543016,13827.0831969,26974.6640902,46457.0351825,75840.2240904,76254.2436721,84494.9991183,87775.3016161,99962.1817134,198520.032543,216039.87482,218810.679799,224723.543027,247589.143401,259303.81447,264815.415639,348527.91011,385811.24903,466409.247296,486090.194492,529597.880381,595906.594085,604469.928163,634004.162074,634097.349398,833648.828498,899663.822998,1064222.18379,1087164.83732
1201.8061088,49783.3146766,53972.3406945,60483.2839849,72058.0707015,73009.4286463,110318.402841,134334.52529,137401.178142,144733.639843,152598.809797,180094.165993,341478.646082,468555.071247,491670.407246,505160.99436,521254.967731,571756.187799,834294.867001,912074.052264,1101052.00666,1456596.60639,1680526.77104,1904585.29793,1976392.71133,2355196.43045,2459712.50251,2668409.00988,3459212.28099
183.274173434,33442.7159612,36519.0231861,42608.4924207,61461.1945673,77432.7909201,92264.9064254,96594.5490417,133387.569572,134840.188586,143063.940036,146974.462555,155015.749788,157564.522364,214606.843304,219371.104849,250214.439366,251859.896681,438595.776124,467544.384432,471390.330944,633720.433679,765964.041968,778892.368558,975764.966786,1103784.47754,1271497.00486,1290105.48881,1786467.7074
922.292638254,15086.9833576,63898.4301911,64422.6378596,84664.1755136,87671.2446803,95859.8971298,124715.545815,156087.955562,156387.395424,162721.403753,167608.409304,271360.150211,285721.897294,370086.732702,380079.065289,386069.621177,454897.908514,506196.781115,536192.11796,637542.208906,651535.851657,730831.44221,750704.277102,998211.628837,1002691.04553,1066881.93872,1136208.87989,1287212.32465
1179.19669746,25886.0251282,46537.0416346,60901.3086627,67780.2917621,80917.9275919,93324.1254944,103441.342626,120221.762871,145805.614746,169519.59384,176703.397136,280244.026306,287209.956558,312387.191599,327353.178024,351709.894612,626009.292035,635565.789116,983468.675151,1186657.82133,1472049.39252,1522417.54821,1701457.09809,2028198.2947,2179099.02951,2292729.97055,2421986.85696,2662054.58414
1841.90234752,21584.0916694,53355.2235829,61136.4722537,70315.8516882,80147.3573229,101552.554534,103277.297696,116587.27692,118873.645441,143361.769904,175172.635851,223394.610676,230678.4754,251600.698083,291504.243754,352885.409908,374100.269515,620989.391221,702461.293647,811475.188864,1134020.02411,1237242.85334,1387424.16628,1682042.97566,1702035.14889,1774457.33451,2049487.26139,2134184.28246
164.607460242,33217.7110565,40959.0072258,102689.978924,143943.708289,154646.883341,163815.035394,177191.841219,180669.634494,197209.587779,216255.334534,233390.599926,244719.418545,258978.280602,263287.236129,301249.996848,358799.434998,396500.726553,398273.568888,437126.954865,594786.033794,601489.052609,619549.547597,691032.58028,725057.303026,839925.558412,922869.05301,927048.838455,1084226.11944
388.808106845,24607.7834082,26379.6939042,36668.5926429,37083.2292606,40109.719322,89458.1035146,96141.2940564,100978.885711,134217.400736,158700.050132,201843.355298,282421.576661,340468.079186,344161.223811,374441.851507,425770.424616,694709.755357,741471.63337,1236281.98643,1301227.48036,1814071.73472,1826213.94818,2036924.58859,2420706.05529,2459011.506,2489988.72038,2846404.03918,3080302.80786
225.475437067,55448.6933442,57611.488825,66144.2812485,111411.170764,175538.520294,181407.722542,201627.661288,216508.394093,316834.877792,337006.790685,337440.130352,359383.6734,364536.776575,370023.61462,388774.601849,433753.33561,495493.762055,552831.786913,598942.812647,685174.521216,758535.775737,762733.09074,830934.664021,1005881.85934,1051917.50185,1057670.32826,1160068.33656,1295387.22976
137.475319592,18631.8640397,37935.9519714,57264.670179,69457.2628688,86032.0599948,100025.580639,151433.200747,157897.480466,180354.435528,184774.743859,200281.626613,255709.203726,359440.845385,361250.996723,431748.974826,441273.034792,491279.239684,514225.163396,542382.603472,630017.387948,632094.841935,650819.032637,866885.891322,942650.287933,1089266.7739,1155338.79394,1196247.30275,1306032.56016
201.771138898,37029.2707681,74553.9421294,113522.700736,116559.703454,119008.917215,120452.99902,122315.272008,129051.876283,131251.468479,157717.572513,243628.751131,283369.263299,318357.474852,337495.425822,347620.684198,360701.267275,377231.856767,398670.400408,457566.764638,484837.166919,849703.212507,912636.728418,1091697.31829,1236369.6385,1339108.98365,1583131.17532,1877095.3222,2236012.04924
258.262650784,43086.9869896,81936.246069,92119.9853392,122283.708479,147172.593034,292684.20017,324029.295618,367649.069794,387466.019045,387523.679956,398100.886706,405803.662659,450631.422083,454793.487515,488170.917489,513283.380946,586076.768832,596868.647259,809086.675005,974363.096635,1011302.11696,1088226.19896,1152432.04223,1548500.86749,1814921.24362,1924653.24131,2136477.58251,2266872.92359
243.637130229,14556.4114669,35423.3076032,45018.2677602,69841.8408344,84951.5834988,86468.4078013,88565.5274841,119752.095944,125146.886465,190983.804956,344809.108825,383494.661996,392095.51436,424222.322563,465057.061584,476104.183137,861636.03128,863239.162023,1331109.78737,1450632.53686,2120449.82729,2274307.38392,2466949.62376,2768800.5772,2796223.88198,2842218.39455,3211667.08841,3344613.92753
556.248704239,9206.20671112,18061.4068333,30371.4157099,33309.6369878,59678.9985878,64904.2453716,112520.004325,172842.809225,274644.719358,298240.89953,332193.959157,390791.256187,399570.806782,630134.13887,696345.332512,759829.787062,779686.169222,873322.878998,949205.167242,1080866.63158,1531306.24208,1672964.16745,1958860.88471,2156467.93009,2334380.31542,2518064.04746,2765841.79382,3457137.13693
