197.821429485,35154.189006,64329.8574101,105265.926471,139797.69742,163992.618665,169777.106775,187744.910728,188452.22287,195557.17836,241075.674031,247563.305867,258467.592244,293596.193036,341779.919431,365509.559261,366167.035297,490866.795,499826.266858,540533.387669,598569.310547,620624.921911,652163.072947,672168.770671,959196.108599,1168188.53729,1267191.14822,1437100.73694,1669650.98292
139.161969734,33976.3250046,38080.4385566,46883.6204797,53318.887165,55145.4029826,60557.1573617,72270.7558982,163518.770032,221405.777018,254614.549925,417942.931456,451421.357708,521513.922092,562650.432928,672715.464035,735944.490784,1006149.23502,1114744.27332,1670085.44074,1692544.57322,2369449.44696,2441100.80396,2669694.76656,2992018.83936,3121902.72958,3134933.77361,3514679.2546,3689182.2017
158.371252029,25086.5322217,28666.0151399,32302.2789992,79659.270581,90469.6044598,128047.80599,189154.259133,264850.305837,337282.088337,351574.11779,469064.32332,484760.813101,584346.150389,665808.264591,779116.218964,784683.059565,809526.474661,1040362.84535,1053297.87986,1265606.37488,1712536.03444,1929638.65859,2211214.96736,2225943.32954,2661374.7303,2835628.73682,3062655.86002,3835631.88646
267.351203901,42552.5328014,93472.519385,94203.6084579,99717.7225688,106809.63926,193491.665861,203586.731166,279821.7533,303168.427372,336718.389637,506696.50431,631654.550848,790250.322419,918645.231377,1017047.54587,1080087.37411,1134372.23642,1317080.9803,1608449.91479,2046308.84735,2214916.84627,2273694.51344,2571188.68575,2958896.57759,3499251.72855,3594989.693,3659954.03196,4214484.68908
747.08228683,33129.4411292,62310.8207401,67102.0913343,144458.170871,181536.652089,207556.000537,213588.0976,430414.092844,506871.882112,545671.529257,699857.574124,787051.67467,831871.929692,856257.730472,1169515.13833,1261239.49522,1415965.34636,1705545.92328,1934298.59137,2352906.1954,2971591.20956,3125423.85245,3376355.30399,3556708.15598,3929819.31453,3947069.37101,4241944.90268,4446343.01877
1371.82791522,34154.3646123,38633.8916266,45798.3322335,86795.5486214,147345.849361,158138.361116,166365.641531,305527.948394,376225.471801,436946.476287,547728.630639,585385.29347,603432.121297,732986.730767,930952.762163,989952.377819,1081482.84721,1399059.10721,1511894.67858,1976436.97073,2385966.00095,2637668.70882,2825272.51663,2853192.63473,3294436.1601,3423888.86116,3544393.11819,3744813.34438
164.936826516,13877.0227231,18233.3020659,28799.1871007,42345.4610643,44479.6684321,52165.8663059,71114.8200308,81406.6486095,82953.3238041,102830.109059,112557.26694,148961.797733,180736.975263,230650.790399,253209.379766,323277.395752,347025.460488,375027.819501,630841.086426,769399.608557,1199452.70502,1202403.86481,1356941.1019,1587202.88013,1611089.35607,1717853.82629,1970230.22803,2226850.26577
254.769638324,4363.72040406,18702.6671709,67367.4675781,71948.134992,88046.3497064,98851.05754,98899.3949031,100413.568066,130601.654045,152665.419096,196109.945173,213417.778393,214655.425907,240357.368116,254645.296632,256214.287655,361952.83202,379867.303471,417173.185003,490665.333552,510428.56097,561683.632313,614760.528411,622768.874902,721561.374995,730060.203781,860625.315531,1114375.0906
240.482668093,7186.58123783,18169.6818796,18719.4774847,26327.9209758,51629.6716726,77247.2131781,77395.5745816,132142.72206,176575.553618,197993.562401,278495.037588,301773.609594,339103.827429,511641.989839,590623.470712,672823.269358,700456.929364,731434.765147,819629.630856,913101.030434,1306354.35931,1407151.1836,1700584.10062,1969076.66428,1980716.85317,2169065.14497,2467152.22571,3057097.29928
541.573605807,10075.5295989,13355.1773679,14605.091461,35958.2400832,121699.075742,130031.232316,163106.319738,203353.206254,211892.094232,488387.07907,507511.129573,589333.283166,681060.083457,931591.114911,937246.120294,961793.448706,1025274.92929,1178738.57393,1256276.86454,1375992.91241,1930417.69984,2056255.09569,2362499.91537,2608558.86609,2777864.33573,3010203.20848,3290748.25877,3995485.9545
374.695660431,17830.2181198,32299.1919503,44845.7219167,71920.3525998,106369.21772,120652.334698,134294.391684,148866.278605,207305.895411,210029.2259,271984.896299,382115.423024,437151.021393,579141.023715,751847.568879,758408.863893,778082.752223,1025586.66864,1226183.55752,1428826.48893,1665117.82557,1820588.20649,2138650.48968,2235802.69353,2989111.99004,3013228.03279,3047641.20562,3717325.09331
804.555101903,35762.0115625,58853.6299869,65392.1355592,68502.7208458,69152.6456909,103989.088675,137622.904505,186421.545138,195220.161903,248482.438276,258863.787453,312470.622999,320448.328783,321088.113757,518264.724605,555524.56871,601409.980324,633397.387177,924712.297747,1222380.95933,1368580.67386,1509022.19526,1681039.05553,1853356.76823,1965944.19812,2176367.84896,2332916.04659,2499884.73711
458.63559527,8611.09548262,10927.9479886,14878.1991872,28332.4826438,41027.9898622,46955.8533381,54147.1185963,93262.8110106,153417.219387,166571.175735,295970.351103,311900.543042,316352.903062,372738.81927,554835.62223,609925.098826,611338.084019,798669.324241,916724.173788,1372593.58045,1630266.7809,1897437.06158,1988882.80355,2036201.75304,2526136.49146,2527548.02772,2536622.43814,2914448.71881
152.69596229,19352.8022272,27669.0961409,30369.9548281,42900.5831674,50677.6590935,55588.1746964,93776.8618331,141569.598272,153287.698674,157444.303339,160731.619675,186921.433824,194910.898255,207369.931787,233591.373082,236299.952104,312023.745979,314678.81683,329653.012336,390301.368624,450007.316226,514473.008792,696335.978561,881089.590976,920290.625768,1013657.24787,1239383.20961,1637577.71061
312.536363569,6321.35436986,12322.2617745,20674.6822123,40872.4308198,73671.880107,76404.2346319,105788.491796,113347.834261,143178.632065,339461.952674,399955.082889,442178.5599,500630.416096,742223.664095,837304.057369,854279.34478,932256.404023,933506.013779,1047721.9679,1150162.56277,1602276.64651,1707368.15991,2034868.82663,2305937.67564,2332054.27145,2563439.72478,2899757.0504,3490652.74373
