-3127.452393,-3350.643555,-3738.397949,-3980.408691,-4135.998047,-4269.535645,-4485.897461,-4575.397461,-4615.602539,-4599.518555,-4616.597168,-4613.573242,-4676.850098,-4695.854492,-4704.358887,-4683.172852,-4682.147949,-4686.244629,-4649.738770,-4606.504883,-4543.238281,-4453.932617,-4382.000000,-4319.014648,-4196.438477,-4056.720703,-3818.084473,-3574.109131,-3671.988525,-3394.950439,-3396.062988,-2993.296143,-3189.577637,-3259.270996,-3068.084473,-3494.232910,-3476.583008,-3541.688721,-3615.601074,-3726.678223,-3774.194336,-3844.122559,-3931.773682,-4040.752686,-4255.592773,-4523.688477,-4546.745605,-4741.129395,-4886.990723,-4915.906250,-4917.842285,-4917.898926,-4903.649414,-4897.703613,-4904.800293,-4864.606934,-4860.687500,-4825.297852,-4802.333008,-4812.034180,-4805.620117,-4797.867676,-4795.740723,-4805.248535,-4796.976074,-4787.901367,-4778.950195,-4772.133789,-4763.857422,-4766.302734,-4747.503418,-4738.721191,-4723.869141,-4692.652344,-4675.413574,-4661.363281,-4407.986816,-4608.543457,-4625.888184,-4631.489258,-4622.174805,-4616.940430,-4613.404785,-4602.112305,-4578.028320,-4566.565430,-4539.221680,-4515.434082,-4530.602539,-4507.088379,-4494.564941,-4475.285645,-4486.512695,-4482.263184,-4469.098633,-4430.340332,-4415.322266,-4431.457520,-4432.113281,-4434.428711,-4416.505371,-4408.732422,-4401.273926,-4387.907715,-4379.565430,-4347.491699,-4385.643066,-4417.284180,-4378.986328,-4392.898438,-4381.876465,-4366.106445,-4378.723145,-4342.447754,-4378.007324,-4406.111328,-4340.629395,-4363.525879,-4356.058105,-4440.451172,-4436.010254,-4472.649414,-4458.235840,-4459.066895,-4456.011719,-4464.218262,-4464.343262,-4495.894531,-4503.228516
-3630.700439,-3616.416992,-3720.734863,-4139.742188,-4253.084961,-4363.077148,-4447.565918,-4511.373047,-4546.099121,-4538.608887,-4560.522461,-4603.798828,-4637.141602,-4652.901855,-4592.641602,-4591.672852,-4601.004883,-4659.519531,-4608.695801,-4576.469727,-4523.101562,-4401.857910,-4267.154297,-4202.968750,-4089.499756,-3910.194580,-3602.470703,-3450.282959,-3483.921387,-3306.768799,-3000.496582,-2687.790771,-3108.245117,-2694.119385,-3395.528076,-3442.370361,-3421.870605,-3491.178955,-3598.966064,-3672.476807,-3835.624756,-4008.802490,-4138.490723,-4242.044434,-4359.987305,-4499.880859,-4680.689453,-4721.597656,-4886.846191,-4927.376953,-4938.952637,-4935.714355,-4929.244629,-4922.128418,-4879.810547,-4857.215820,-4837.239258,-4839.048828,-4826.519043,-4819.480957,-4830.287598,-4814.494629,-4831.628906,-4832.910645,-4832.181641,-4831.389648,-4815.047363,-4803.674805,-4789.044434,-4775.535156,-4773.967285,-4755.618652,-4748.788574,-4743.331543,-4736.799805,-4695.817383,-4604.298340,-4645.586426,-4635.819336,-3872.143066,-3804.863281,-4655.307617,-4660.651855,-4649.874512,-4635.657715,-4615.617188,-4589.701660,-4575.095703,-4476.491211,-4550.631836,-4526.256348,-4527.567871,-4512.915039,-4506.849121,-4484.189453,-4476.802734,-4454.500977,-4466.791016,-4464.085938,-4461.111816,-4445.458496,-4437.495117,-4431.458496,-4414.233398,-4398.723633,-4431.071289,-4413.160156,-4401.586914,-4394.088379,-4386.749023,-4404.163574,-4400.616699,-4414.843750,-4395.230957,-4373.780273,-4370.115234,-4405.565918,-4443.333008,-4426.370117,-4435.741211,-4464.655762,-4482.690430,-4485.073730,-4487.380859,-4467.278809,-4473.551270,-4436.514160,-4499.042969,-4510.401855
-3882.879150,-3916.972900,-4096.440430,-4176.973145,-4316.328125,-4341.097168,-4384.888184,-4484.588867,-4498.834961,-4516.047852,-4532.128418,-4568.671387,-4571.113770,-4567.728516,-4550.689453,-4536.570312,-4425.890137,-4565.414551,-4564.777344,-4531.199219,-4480.793945,-4335.796875,-4201.810059,-4040.105713,-3894.867920,-3595.456787,-3478.886963,-3219.120850,-3080.299316,-3109.091797,-2579.175537,-2544.141113,-3000.982422,-3206.073486,-3304.569824,-3336.493896,-3372.465088,-3490.714844,-3601.968994,-3779.689453,-3956.911133,-3965.718262,-4057.235107,-4173.603027,-4402.250488,-4615.048340,-4682.724609,-4756.854004,-4857.656250,-4946.511719,-4952.996582,-4934.780762,-4934.859863,-4907.836914,-4866.039551,-4845.570801,-4842.869141,-4844.210449,-4825.696289,-4840.013672,-4855.769531,-4859.416504,-4867.253906,-4861.442871,-4856.646973,-4847.371582,-4838.966309,-4823.120117,-4805.791016,-4790.551758,-4784.931152,-4775.247070,-4778.508789,-4760.732422,-4747.714844,-4727.640137,-4679.788574,-4645.876465,-4668.470215,-4498.686035,-4490.372559,-4238.592285,-4682.917480,-4687.251465,-4539.579590,-4668.036133,-4645.774414,-4632.375488,-4607.561035,-4580.739258,-4570.820312,-4551.894043,-4553.067383,-4541.001953,-4520.547363,-4512.858887,-4511.507812,-4501.474609,-4486.852051,-4479.726074,-4487.283691,-4469.148438,-4445.071777,-4466.587402,-4484.085938,-4431.722168,-4424.582520,-4438.454102,-4412.832031,-4421.944824,-4406.528809,-4397.918945,-4414.748047,-4424.700684,-4428.529785,-4404.792969,-4413.225098,-4458.156250,-4490.523926,-4494.031250,-4494.522949,-4498.766113,-4502.543945,-4505.122070,-4499.885742,-4502.980469,-4513.459473,-4463.902344,-4501.464355
-4163.126465,-4241.223633,-4186.370117,-4337.119141,-4370.242188,-4370.140625,-4402.421387,-4427.307129,-4466.293945,-4454.138672,-4385.020508,-4490.741699,-4508.562988,-4433.527344,-4437.120117,-4353.052734,-4351.115723,-4420.562988,-4566.853027,-4575.481934,-4439.915527,-4294.920410,-4172.629395,-3955.520996,-3646.061279,-3462.253174,-2999.683350,-2711.584229,-2482.884766,-2580.431396,-2395.682373,-2891.643799,-2928.520264,-3082.386475,-3221.517090,-3285.470703,-3401.135498,-3416.862793,-3608.707520,-3793.361572,-3875.746338,-3924.281006,-4129.560547,-4243.962402,-4377.809082,-4589.574707,-4632.636719,-4808.714355,-4910.077637,-4955.766113,-4955.790527,-4951.329590,-4921.973633,-4943.975098,-4873.106445,-4859.076660,-4848.616211,-4860.465332,-4849.542480,-4845.361328,-4868.906250,-4847.054688,-4848.694336,-4875.984375,-4872.826172,-4854.163086,-4847.365234,-4830.645996,-4820.308594,-4814.606445,-4779.454102,-4763.254883,-4755.876465,-4765.441406,-4668.840820,-4740.300781,-4301.763672,-4384.246094,-4671.287598,-4684.359863,-4645.637695,-4709.864258,-4670.321777,-4715.043945,-4662.078125,-4703.641602,-4686.928711,-4678.466797,-4650.026855,-4617.011230,-4599.951660,-4601.275879,-4589.691406,-4573.686523,-4584.794434,-4565.625977,-4558.610840,-4543.366211,-4527.375977,-4509.819824,-4493.626953,-4486.642578,-4531.727539,-4485.554688,-4471.804199,-4451.692871,-4494.811523,-4322.887695,-4362.781250,-4412.329102,-4424.990234,-4418.479980,-4443.152832,-4448.366211,-4447.582031,-4435.911621,-4442.925781,-4459.007324,-4502.990723,-4484.047363,-4499.785156,-4468.257324,-4493.421387,-4482.401367,-4514.645020,-4491.319336,-4524.169922,-4518.378418,-4405.702637
-4386.757812,-4438.578613,-4419.245605,-4444.159180,-4406.843750,-4410.636230,-4404.398926,-4389.941406,-4415.269531,-4397.288574,-4401.454590,-4379.770508,-4350.370605,-4372.711914,-4296.923340,-4204.550781,-3955.796875,-4028.713623,-4285.796875,-4446.479492,-4417.633301,-4285.299316,-4075.849609,-3828.660889,-3332.602539,-3033.016357,-2839.744385,-2003.013306,-1207.897949,-1561.677734,-2252.438232,-2556.321289,-2630.795410,-2726.153564,-2793.239746,-2566.969482,-3135.531006,-3307.764893,-3602.864746,-3747.968262,-3780.528320,-3980.204346,-4162.276855,-4345.249512,-4455.443359,-4643.473633,-4707.014648,-4792.025879,-4869.058105,-4864.347656,-4929.271973,-4965.336914,-4253.624512,-4892.279785,-4841.374512,-4849.422852,-4868.588867,-4876.815430,-4857.974609,-4865.793945,-4875.046387,-4878.872559,-4888.565918,-4894.355469,-4891.523926,-4890.042969,-4861.417969,-4845.560547,-4830.317871,-4791.132812,-4765.454590,-4749.017090,-4768.509277,-4486.018555,-4759.751465,-4756.676758,-4575.333496,-4573.825684,-4213.055664,-4573.575195,-4517.871094,-4543.946289,-4745.515137,-4755.011230,-4428.993164,-4074.911133,-4686.133789,-4710.026855,-4662.517578,-4671.811523,-4656.433105,-4660.281250,-4643.510254,-4635.612305,-4633.387207,-4623.138184,-4609.363770,-4586.823242,-4580.199707,-4565.746582,-4562.778320,-4549.294434,-4533.407715,-4522.605469,-4513.421875,-4499.227539,-4494.020996,-4534.987793,-4499.840332,-4479.154297,-4462.998047,-4445.090332,-4416.217773,-4452.389648,-4444.958008,-4450.204102,-4451.641113,-4458.248047,-4493.519531,-4518.905273,-4495.922363,-4484.572266,-4491.098145,-4478.090332,-4482.902832,-4529.077637,-4532.354004,-4529.238281,-4464.778809
-4496.781250,-4488.327148,-4483.039062,-4463.162109,-4445.495117,-4416.386719,-4379.106934,-4276.977539,-4346.789062,-4350.093750,-4255.869141,-4203.081543,-4122.748535,-4084.753418,-3913.061523,-3989.528076,-3651.806396,-3563.253174,-3320.482178,-3821.831299,-3689.036133,-3472.585693,-3261.855957,-2888.708984,-2795.907715,-2486.118896,-2310.513672,-1146.261597,-500.446320,-501.083679,-1670.207886,-1897.623413,-2072.246582,-2030.936035,-1676.125000,-1947.955566,-3203.864502,-3337.469971,-3424.854492,-3582.117676,-3628.711670,-3933.645752,-4164.751465,-4461.209961,-4506.267090,-4565.841309,-4722.411621,-4785.031250,-4827.966797,-4795.732422,-4804.049316,-4838.325195,-4195.422852,-4890.002441,-4835.226562,-4862.940918,-4873.208984,-4863.998535,-4862.185547,-4838.561035,-4872.340332,-4888.479980,-4906.371582,-4913.343262,-4917.889648,-4899.672363,-4887.942383,-4852.140137,-4811.901855,-4790.236328,-4795.710449,-4727.092285,-4761.796387,-4756.168457,-4761.339355,-4757.445801,-4498.766602,-4714.192871,-4103.997559,-4594.705078,-4180.993164,-4630.884766,-4701.086426,-4786.763672,-4672.300781,-4439.255859,-4762.172852,-4752.678711,-4744.415039,-4725.516113,-4716.366699,-4701.219238,-4681.280273,-4685.340332,-4681.547852,-4656.644043,-4650.071777,-4629.840820,-4622.413086,-4627.249023,-4608.634277,-4587.837402,-4574.314941,-4565.855957,-4556.049316,-4548.208496,-4530.380859,-4514.687988,-4531.455078,-4516.574219,-4518.446289,-4472.937012,-4466.415527,-4485.956055,-4477.916504,-4470.338867,-4463.020996,-4465.097168,-4475.821289,-4506.605469,-4509.656250,-4512.577637,-4501.555176,-4513.384766,-4461.371094,-4537.028809,-4519.657715,-4554.546387,-4531.844727
-4484.669434,-4487.898438,-4490.677734,-4461.151855,-4449.683105,-4406.407715,-4386.184082,-4372.512207,-4329.046875,-4264.713379,-4122.571777,-3944.554932,-3799.627197,-3828.265869,-3716.045654,-3393.366211,-3361.906250,-2738.427246,-2465.820557,-2644.933838,-2205.921631,-2129.407959,-2093.108154,-1861.191162,-1759.768311,-1815.396484,-987.573547,-465.192078,-53.424377,-118.485939,-168.317535,-514.744751,-481.494202,-517.721741,-728.829773,-2005.333252,-3104.635986,-3175.250732,-3165.357422,-3367.427490,-3555.558350,-3942.255127,-4213.097168,-4433.087402,-4443.580566,-4539.951660,-4667.335938,-4739.896973,-4786.177246,-4755.186523,-4788.251953,-4808.333008,-4866.642578,-4874.610352,-4851.080566,-4867.147461,-4815.704102,-4862.355957,-4851.813477,-4844.670898,-4855.217285,-4891.654785,-4908.258789,-4917.618164,-4929.546387,-4908.286621,-4888.745117,-4864.590332,-4818.062012,-4773.198730,-4722.126953,-4707.946289,-4719.547363,-4671.612793,-4811.160156,-4784.715820,-3890.170410,-4373.469238,-4440.554688,-4612.840820,-3782.967041,-3879.522217,-3817.097168,-4244.089844,-4811.540039,-4804.617676,-4796.672363,-4785.378418,-4784.220703,-4767.490723,-4759.668945,-4753.290527,-4756.572266,-4739.084961,-4734.760254,-4712.357910,-4689.125488,-4676.810059,-4700.944336,-4663.044434,-4656.736816,-4629.874023,-4619.029785,-4616.972656,-4601.531250,-4587.076172,-4581.039062,-4561.385254,-4535.953613,-4557.080078,-4549.599121,-4535.802246,-4467.337402,-4313.177246,-4505.798340,-4493.842773,-4474.763672,-4471.167969,-4507.078125,-4531.037109,-4521.757324,-4512.224121,-4496.889160,-4503.198730,-4510.655762,-4549.412598,-4548.546875,-4566.990234,-4545.298340
-4486.297363,-4471.816406,-4451.789551,-4425.121094,-4417.324219,-4207.506836,-4336.247070,-4332.535156,-4258.786133,-4141.081543,-3885.237549,-3891.579834,-3778.683105,-3341.253662,-3246.955078,-2938.505615,-1977.109009,-2700.895996,-2520.238281,-2148.632080,-1604.147583,-1467.842651,-764.094055,-629.813477,-564.120667,-351.619293,-109.275764,-23.901278,613.697510,68.162834,4.074061,91.135170,72.081192,-28.175228,-596.339172,-2042.048340,-2910.004639,-3015.656250,-2904.879150,-3046.980225,-3369.570068,-3720.103760,-4130.015625,-4302.913086,-3909.453369,-3827.351562,-4362.176758,-4618.080566,-4723.247070,-4727.637695,-4732.919434,-4814.178223,-4896.036133,-4893.771484,-4875.204102,-4857.712402,-4839.757812,-4821.395020,-4787.164551,-4773.387695,-4842.802734,-4869.498535,-4900.821289,-4918.257324,-4930.180664,-4901.159180,-4873.008301,-4790.481934,-4784.399902,-4763.573730,-4729.245605,-4684.171387,-4679.368652,-4630.901855,-4487.213379,-4755.978027,-4452.885742,-4690.477539,-3604.061768,-4457.231445,-4220.937988,-4679.537109,-4675.075195,-4865.875977,-4840.564453,-4831.260742,-4829.008789,-4827.005859,-4832.575684,-4815.909668,-4821.394043,-4799.378418,-4346.460449,-4803.085938,-4773.568359,-4759.908203,-4753.238281,-4732.829590,-4724.627441,-4721.250488,-4709.547852,-4686.811523,-4679.892090,-4676.108398,-4662.419922,-4641.373047,-4618.339355,-4625.499023,-4604.476074,-4603.688965,-4588.936035,-4583.290039,-4516.057129,-4474.272461,-4558.189941,-4507.429199,-4518.348633,-4477.027344,-4537.887207,-4566.027832,-4545.738770,-4542.478516,-4534.162598,-4521.645996,-4523.004883,-4552.279297,-4570.821289,-4575.398438,-4593.068359
-4476.991211,-4456.073242,-4433.447754,-4386.694824,-4381.018555,-4307.739746,-4266.223633,-4115.176270,-4174.194824,-4113.808594,-3935.456299,-3722.762695,-3578.961914,-3031.344971,-2588.730469,-2215.109863,-1614.130005,-1312.865112,-2071.302490,-2069.245850,-1860.830200,-1572.313965,-711.535889,-445.753113,-59.553291,-24.033731,701.089478,848.924255,240.284958,404.079224,69.686539,323.980591,288.796600,68.852325,-83.381096,-1729.375854,-2773.676025,-2656.472168,-2798.777100,-3004.975830,-3293.039551,-3780.601318,-4003.747314,-3946.678467,-3219.539551,-3087.381104,-3929.476807,-4509.708984,-4646.202148,-4695.790039,-4774.245117,-4852.800781,-4901.801270,-4862.480957,-4888.674316,-4853.384277,-4806.301758,-4759.931152,-4744.026367,-4767.201172,-4763.227051,-4780.377441,-4820.745605,-4863.733398,-4880.963867,-4868.042969,-4870.214844,-4825.355469,-4763.762207,-4774.591309,-4726.687012,-4638.508789,-4628.662598,-4625.925781,-4651.598633,-4461.956543,-3485.194580,-3746.590576,-4605.185059,-4304.567871,-3923.310791,-4363.120605,-4814.078125,-4759.570312,-4891.302734,-4883.424805,-4870.815918,-4866.070312,-4902.371582,-4877.101562,-4871.769043,-4805.071777,-4448.553223,-4842.704102,-4843.321289,-4821.310547,-4799.011230,-4796.250977,-4794.078125,-4796.602539,-4770.448242,-4748.095215,-4758.359375,-4756.360840,-4712.001953,-4706.950684,-4702.981445,-4683.280273,-4665.851074,-4648.737793,-4613.518555,-4510.963867,-4545.727051,-4591.075195,-4591.052246,-4563.103027,-4479.623535,-4522.934570,-4532.058105,-4538.061035,-4570.918945,-4562.646973,-4557.610352,-4533.403809,-4526.250977,-4588.830078,-4565.874512,-4564.569336,-4596.750977
-4422.352539,-4377.129883,-4358.905762,-4361.658691,-4276.611328,-4207.535645,-4046.382080,-4124.337891,-3933.839111,-3637.457275,-3689.545410,-3525.506836,-3294.993896,-2880.720703,-1711.220581,-1387.924438,-758.789734,-785.508240,-933.983704,-1505.395386,-1834.065308,-1161.715332,-723.117798,-298.366028,-25.909708,394.894379,1057.534424,1086.027466,1051.797852,629.696594,384.991394,660.781372,205.116592,45.875237,-219.632172,-1589.002441,-2437.314453,-2507.998779,-2623.155518,-2998.967285,-3473.687256,-3717.849121,-3925.133301,-3790.431396,-3242.526611,-2392.906250,-2882.666260,-3907.801514,-4240.580566,-4537.338379,-4742.495117,-4811.323730,-4484.946289,-4680.895020,-4809.630371,-4743.157227,-4689.118652,-4611.646484,-4626.787598,-4636.553711,-4613.429688,-4615.576172,-4701.188477,-4778.548828,-4867.411133,-4801.577148,-4638.087891,-4688.042969,-4631.219238,-4671.923340,-4597.831055,-4648.099609,-4692.858887,-4745.853027,-4655.983398,-2888.806641,-2981.843018,-3026.642578,-3470.499023,-4340.232910,-4699.476074,-4465.765137,-4811.942871,-4870.134277,-3430.099365,-4885.834473,-4930.675293,-4926.306641,-4927.176758,-4917.315918,-4913.200684,-4906.954102,-4886.793457,-4901.923340,-4894.097168,-4897.800293,-4883.209961,-4869.568848,-4859.784180,-4845.199219,-4838.733398,-4795.719727,-4825.377930,-4813.802734,-4821.524902,-4788.947754,-4776.785156,-4755.587891,-4744.619629,-4735.024902,-4691.942871,-4569.250000,-4641.333984,-4623.305664,-4605.644531,-4593.984375,-4579.292480,-4564.464355,-4546.485840,-4540.906250,-4577.175781,-4607.664551,-4581.191406,-4574.927246,-4555.305664,-4578.448730,-4579.733398,-4588.047852,-4614.468750
